item_id,name,description,consumed,base_gold,depth,sr,effect1amount,effect2amount,effect3amount,effect4amount,effect5amount,effect6amount,effect7amount,effect8amount,from,into,gold_purchasable,total_gold,req_champion,special_recipe,stacks,flat_armor_mod,flat_crit_chance_mod,flat_hp_pool_mod,flat_hp_regen_mod,flat_magic_dmg_mod,flat_ms_mod,flat_phys_dmg_mod,flat_spellblock_mod,flat_pct_atk_speed_mod,pct_lifesteal_mod,pct_movespeed_mod,tags,full_item
1039,Hunter's Talisman,"<br><unique>UNIQUE Passive - Tooth:</unique> Damaging a monster with a spell or attack  steals 30 Health over 5 seconds and burns them for 60 magic damage. <mana>While in the jungle or river, regenerate up to 8 Mana per second based on your missing Mana.</mana> This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",0,350,0.0,True,60.0,30.0,5.0,8.0,0.0,0.0,0.0,0.0,0,"[3706, 3715]",True,350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[LifeSteal, ManaRegen, OnHit, Jungle]",False
1041,Hunter's Machete,<stats>+10% Life Steal vs. Monsters</stats><br><br><unique>UNIQUE Passive - Nail:</unique> Basic attacks vs. Monsters deal 35 bonus damage on hit. This item grants <font color='#99BBBB'><a href='SpecialJungleExperience'>Monster Hunter</a></font>.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,350,0.0,True,35.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,"[3706, 3715]",True,350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[LifeSteal, OnHit, Jungle]",False
1042,Dagger,<stats>+12% Attack Speed</stats>,0,300,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[3172, 1043, 3091, 3006, 3154, 3085, 2015, 3086, 3095, 3046, 3101, 3131]",True,300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,[AttackSpeed],False
1043,Recurve Bow,<stats>+25% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal an additional 15 physical damage on hit.,0,400,2.0,True,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1042, 1042]","[3091, 3153, 3124, 3675, 1416, 1419, 3149, 4105]",True,1000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,"[AttackSpeed, OnHit]",False
1051,Brawler's Gloves,<unique>UNIQUE Passive:</unique> +10% Critical Strike Chance,0,400,0.0,True,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[3086, 3122]",True,400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[CriticalStrike],False
1052,Amplifying Tome,<stats>+20 Ability Power</stats>,0,435,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[3108, 3191, 3136, 3135, 3145, 3113, 3090, 3124, 3116, 3673, 3802, 3916]",True,435,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,[SpellDamage],False
1053,Vampiric Scepter,<stats>+15 Attack Damage<br>+10% Life Steal</stats>,0,550,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1036],"[3154, 3072, 3074, 3812, 3139, 3144, 3181]",True,900,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.1,0.0,"[Damage, LifeSteal]",False
1054,Doran's Shield,<stats>+80 Health</stats><br><br><passive>Passive: </passive>Restores 6 Health every 5 seconds.<br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.<br><unique>UNIQUE Passive:</unique> Regain an additional 20 health over 10 seconds after taking damage from an enemy champion.,0,450,0.0,True,0.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0,True,450,0,0.0,0.0,0.0,0.0,80.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Health, HealthRegen, Lane]",True
1055,Doran's Blade,<stats>+8 Attack Damage<br>+80 Health<br>+3% Life Steal</stats>,0,450,0.0,True,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,450,0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,8.0,0.0,0.0,0.03,0.0,"[Damage, Health, Lane, LifeSteal]",True
1056,Doran's Ring,<stats>+60 Health<br>+15 Ability Power<br><mana>+5 Mana per 5 seconds</mana></stats><br><br><passive>Passive: </passive>Basic attacks deal an additional 5 physical damage to minions on hit.,0,400,0.0,True,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,400,0,0.0,0.0,0.0,0.0,60.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Health, Lane, ManaRegen, SpellDamage]",True
1057,Negatron Cloak,<stats>+40 Magic Resist</stats>,0,270,2.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1033],"[3170, 3091, 3193, 3001, 3512, 4401]",True,720,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,[SpellBlock],False
1058,Needlessly Large Rod,<stats>+60 Ability Power</stats>,0,1250,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[3089, 3090, 3128, 3907]",True,1250,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,[SpellDamage],False
1082,The Dark Seal,"<stats>+15 Ability Power<br>+25% Increased Healing from Potions<br><mana>+100 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +3 Ability Power per Glory.  <br><unique>UNIQUE Passive - Do or Die:</unique> Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.",0,350,0.0,True,0.25,2.0,1.0,10.0,3.0,4.0,0.0,0.0,0,[3041],True,350,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,"[HealthRegen, SpellDamage, Mana, Lane]",False
1083,Cull,<stats>+7 Attack Damage<br>+3 Life on Hit</stats><br><br><unique>UNIQUE Passive:</unique> Killing a lane minion grants 1 additional Gold. Killing 100 lane minions grants an additional 350 bonus gold immediately and disables this passive.,0,450,0.0,True,3.0,1.0,100.0,350.0,0.0,0.0,0.0,0.0,0,0,True,450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,"[Damage, LifeSteal, Lane]",True
1400,Enchantment: Warrior,<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,525,3.0,True,80.0,30.0,5.0,8.0,40.0,0.1,2.0,-0.2,"[3133, 3706]",0,True,2625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,[],True
1401,Enchantment: Cinderhulk,<stats>+300 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 11 (+1 per champion level) magic damage a second to nearby enemies while in combat. Deals 200% bonus damage to minions and monsters.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,600,3.0,True,80.0,30.0,5.0,8.0,40.0,0.1,2.0,-0.2,"[3751, 3706]",0,True,2500,0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
1402,Enchantment: Runic Echoes,"<stats>+80 Ability Power<br>+10% Cooldown Reduction<br><mana>+300 Mana</mana></stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 25% of your missing Mana.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",0,375,3.0,True,80.0,30.0,5.0,8.0,40.0,0.1,2.0,-0.2,"[3108, 1027, 3706]",0,True,2625,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
1412,Enchantment: Warrior,<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,525,3.0,True,80.0,30.0,5.0,8.0,40.0,4.0,3.0,18.0,"[3133, 3715]",0,True,2625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,[],True
1413,Enchantment: Cinderhulk,<stats>+300 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 11 (+1 per champion level) magic damage a second to nearby enemies while in combat. Deals 200% bonus damage to minions and monsters.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,600,3.0,True,80.0,30.0,5.0,8.0,40.0,4.0,3.0,18.0,"[3751, 3715]",0,True,2500,0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
1414,Enchantment: Runic Echoes,"<stats>+80 Ability Power<br>+10% Cooldown Reduction<br><mana>+300 Mana</mana></stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 25% of your missing Mana.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>",0,375,3.0,True,80.0,30.0,5.0,8.0,40.0,4.0,3.0,18.0,"[3108, 1027, 3715]",0,True,2625,0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
1416,Enchantment: Bloodrazor,<stats>+50% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 4% of the target's maximum Health in bonus physical damage (max 75 vs. monsters and minions) on hit.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,625,3.0,True,80.0,30.0,5.0,8.0,40.0,0.1,2.0,-0.2,"[1043, 3706]",0,True,2625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,[],True
1419,Enchantment: Bloodrazor,<stats>+50% Attack Speed</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 4% of the target's maximum Health in bonus physical damage (max 75 vs. monsters and minions) on hit.<br><br><groupLimit>Limited to 1 Gold Income or Jungle item.</groupLimit>,0,625,3.0,True,80.0,30.0,5.0,8.0,40.0,4.0,3.0,18.0,"[1043, 3715]",0,True,2625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,[],True
2003,Health Potion,<groupLimit>Limited to 5 at one time. Limited to 1 type of Healing Potion.</groupLimit><br><br><consumable>Click to Consume:</consumable> Restores 150 Health over 15 seconds.,True,50,0.0,True,150.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,50,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Jungle, Lane]",True
2004,Mana Potion,<groupLimit>Limited to 5 at one time.</groupLimit><br><br><consumable>Click to Consume:</consumable> <mana>Restores 100 Mana over 15 seconds.</mana>,True,30,0.0,True,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,30,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Lane]",True
2009,Total Biscuit of Rejuvenation,<consumable>Click to Consume:</consumable> Restores 80 Health and 50 Mana over 10 seconds.,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
2010,Total Biscuit of Everlasting Will,<consumable>Click to Consume:</consumable> Restores 15% of missing Health and Mana over 15 seconds.,True,75,0.0,True,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,75,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
2011,Elixir Of Skill,<consumable>Click to Consume:</consumable> Grants <font color='#29E3D6'>+1 Skill Point</font>.,True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,0,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Lane, Jungle]",True
2012,Looted Biscuit of Rejuvenation,<consumable>Click to Consume:</consumable> Restores 15% of missing Health and Mana over 15 seconds.,True,75,0.0,True,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,75,0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
2015,Kircheis Shard,<stats>+15% Attack Speed</stats><br><br><passive>Passive:</passive> Moving and attacking will make an attack <a href='Energized'>Energized</a>.<br><br><unique>UNIQUE Passive - Energized Strike:</unique> Your Energized attacks deal 50 bonus magic damage on hit.,0,500,2.0,True,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[1042],"[3094, 3087]",True,800,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,"[AttackSpeed, OnHit]",False
2031,Refillable Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health over 12 seconds. Holds up to 2 charges and refills upon visiting the shop.,0,150,0.0,True,125.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0,"[2032, 2033]",True,150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[HealthRegen, Consumable, Active, Lane, Jungle]",False
2032,Hunter's Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 60 Health and 35 Mana over 8 seconds. Holds up to 5 charges and refills upon visiting the shop.<br><br>Killing a Large Monster grants 1 charge.<br><br><rules>(Killing a Large Monster at full charges will automatically consume the newest charge.)</rules>,0,250,2.0,True,60.0,35.0,8.0,5.0,0.0,0.0,0.0,0.0,[2031],0,True,400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[HealthRegen, ManaRegen, Consumable, Active, Jungle]",True
2033,Corrupting Potion,<groupLimit>Limited to 1 type of Healing Potion.</groupLimit><br><br><active>UNIQUE Active:</active> Consumes a charge to restore 125 Health and 75 Mana over 12 seconds and grants <font color='#FF8811'><u>Touch of Corruption</u></font> during that time. Holds up to 3 charges that refills upon visiting the shop.<br><br><font color='#FF8811'><u>Touch of Corruption:</u></font> Damaging spells and attacks burn enemy champions for <scaleLevel>15 - 30</scaleLevel> magic damage over 3 seconds. (Half Damage for Area of Effect or Damage over Time spells. Damage increases with champion level.)<br><br><rules>(Corrupting Potion can be used even at full Health and Mana.)</rules>,0,350,2.0,True,125.0,75.0,12.0,3.0,10.0,0.1,15.0,3.0,[2031],0,True,500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Active, Consumable, HealthRegen, Lane, ManaRegen]",True
2050,Explorer's Ward,<consumable>Click to Consume:</consumable> Places an invisible ward that reveals the surrounding area for 60 seconds.,0,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Consumable],True
2052,Poro-Snax,"This savory blend of free-range, grass-fed Avarosan game hens and organic, non-ZMO Freljordian herbs contains the essential nutrients necessary to keep your Poro purring with pleasure.<br><br><i>All proceeds will be donated towards fighting Noxian animal cruelty.</i>",True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
2053,Raptor Cloak,"<stats>+30 Armor<br>+125% Base Health Regen </stats><br><br><unique>UNIQUE Passive - Point Runner:</unique> Builds up to +20% Movement Speed over 2 seconds while near turrets, fallen turrets and Void Gates.",0,450,2.0,True,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1006, 1029]","[3056, 3306, 3512]",True,900,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Armor, HealthRegen, NonbootsMovement]",False
2054,Diet Poro-Snax,"All the flavor of regular Poro-Snax, without the calories! Keeps your Poro happy AND healthy.<br><br><consumable>Click to Consume:</consumable> Gives your Poros a delicious healthy treat.",True,0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],True
2055,Control Ward,<groupLimit>Can only carry 3 Control Wards in inventory.</groupLimit><br><br><consumable>Click to Consume:</consumable> Places a ward that grants vision of the surrounding area. This device will also reveal invisible traps and reveal / disable wards. Control Wards do not disable other Control Wards. Camouflaged units will also be revealed. <br><br>Limit 1 <font color='#BBFFFF'>Control Ward</font> on the map per player.,True,75,0.0,True,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,True,75,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Lane, Stealth, Vision]",True
2056,Pilfered Stealth Ward,<groupLimit>Can only carry 3 Stealth Wards in inventory.</groupLimit><br><br><consumable>Click to Consume:</consumable> Place an invisible <font color='#BBFFFF'>Stealth Ward</font> which reveals the surrounding area for <scaleLevel>60 - 120</scaleLevel> seconds.,True,60,0.0,True,60.0,3.0,3.0,120.0,0.0,0.0,0.0,0.0,0,0,False,60,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Lane, Vision]",True
2057,Peering Farsight Ward,<consumable>Click to Consume:</consumable> Reveals an area and places a visible fragile ward up to 2000 units away. This ward is untargetable by allies.,True,60,0.0,True,2000.0,2.0,5.0,198.0,60.0,9.0,30.0,120.0,0,0,False,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Vision, Active]",True
2058,Travel Size Elixir of Iron,"<consumable>Click to Consume:</consumable> Grants +150 Health, 25% Tenacity, increased champion size, and <font color='#FF8811'><u>Path of Iron</u></font> for 45 to 90 seconds, based on level.<br><br><font color='#FF8811'><u>Path of Iron:</u></font> Moving leaves a path behind that boosts allied champion's Movement Speed by 15%.<br><br><rules>(Travel Size Elixirs may stack with one another.)</rules>",True,80,0.0,True,150.0,0.25,0.75,0.15,0.15,6.0,18.0,9.0,0,0,False,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Health, Consumable, NonbootsMovement, Tenacity]",True
2059,Travel Size Elixir of Sorcery,"<consumable>Click to Consume:</consumable> Grants +25 Ability Power, 7.5 bonus Mana Regen per 5 seconds and <font color='#FF8811'><u>Sorcery</u></font> for 45 to 90 seconds, based on level. <br><br><font color='#FF8811'><u>Sorcery:</u></font> Damaging a champion or turret deals 15 bonus True Damage. This effect has a 5 second cooldown versus champions but no cooldown versus turrets.<br><br><rules>(Travel Size Elixirs may stack with one another.)</rules><br>",True,80,0.0,True,25.0,25.0,15.0,0.75,5.0,1.5,0.0,9.0,0,0,False,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, ManaRegen, SpellDamage]",True
2060,Travel Size Elixir of Wrath,"<consumable>Click to Consume:</consumable> Grants +15 Attack Damage and <font color='#FF8811'><u>Bloodlust</u></font> for 45 to 90 seconds, based on level.<br><br><font color='#FF8811'><u>Bloodlust:</u></font> Dealing physical damage to champions heals for 10% of the damage dealt.<br><br><rules>(Travel Size Elixirs may stack with one another.)</rules>",True,80,0.0,True,15.0,15.0,0.1,0.75,0.0,1.5,6.0,9.0,0,0,False,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Damage, LifeSteal, SpellVamp]",True
2061,Pilfered Health Potion,<consumable>Click to Consume:</consumable> Restores 50 Health over 5 seconds.,True,40,0.0,True,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,False,40,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Jungle, Lane]",True
2062,Pilfered Potion of Rouge,<consumable>Click to Consume:</consumable> Grants 10 (+1/Level) Adaptive Force for 45 seconds. ,True,80,0.0,True,10.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0,0,False,80,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Consumable, Jungle, Lane]",True
2065,Shurelya's Reverie,<stats>+40 Ability Power<br>+200 Health<br><mana>+100% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction<br><unique>UNIQUE Passive:</unique> +5% Movement Speed<br><active>UNIQUE Active:</active> Grants yourself and nearby allies +40% Movement Speed for 3 seconds. (90 second cooldown).,0,475,3.0,True,0.4,3.0,90.0,-0.1,0.05,2.0,0.0,0.0,"[3067, 3113, 1004]",0,True,2250,0,0.0,0.0,0.0,0.0,200.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,"[Health, SpellDamage, ManaRegen, Active, CooldownReduction, NonbootsMovement]",True
